學校名稱,系所(組)名稱,107學年度核定招生名額,班數,大學多元入學-考試分發入學,大學多元入學-繁星推薦入學,大學多元入學-個人申請入學-一般,大學多元入學-個人申請入學-青年儲蓄帳戶組,四技二專-甄選入學,四技二專-登記分發入學,四技二專-技優入學,四技二專-青年儲蓄帳戶組,運動績優-甄試,運動績優-單獨招生,單獨招生-全校單招,單獨招生-學系單招,單獨招生-特殊選才,單獨招生-其他,外加名額-大學多元入學-繁星推薦入學,外加名額-大學多元入學-個人申請入學,外加名額-大學多元入學-單獨招生,外加名額-四技二專技優入學
臺北醫學大學,藥學系藥學組,176,3,42,24,80,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
臺北醫學大學,護理學系,58,1,13,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺北醫學大學,高齡健康管理學系,51,1,9,12,27,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0
臺北醫學大學,學士後護理學系,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺北醫學大學,公共衛生學系,48,1,13,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺北醫學大學,醫學檢驗暨生物技術學系,62,2,10,10,36,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0
中山醫學大學,醫學系,135,3,48,17,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中山醫學大學,護理學系,120,2,55,8,57,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
中山醫學大學,醫學社會暨社會工作學系,100,2,44,6,48,0,0,0,0,2,0,0,0,0,0,0,1,8,0,0
中山醫學大學,醫學檢驗暨生物技術學系,90,2,27,20,43,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
中山醫學大學,物理治療學系,50,1,7,20,23,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
中山醫學大學,職能治療學系,50,1,16,12,20,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0
中山醫學大學,語言治療與聽力學系語言治療組,50,1,23,6,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
中山醫學大學,語言治療與聽力學系聽力組,50,1,23,6,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
中山醫學大學,生物醫學科學學系,85,2,19,20,45,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0
中山醫學大學,視光學系,60,1,15,10,35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
中山醫學大學,醫學影像暨放射科學系,80,2,26,12,42,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
中山醫學大學,心理學系,52,1,22,6,28,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
中山醫學大學,牙醫學系,80,2,48,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中山醫學大學,營養學系,100,2,16,40,44,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
中山醫學大學,公共衛生學系,80,2,13,24,43,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
中山醫學大學,醫療產業科技管理學系,50,1,25,5,20,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
中山醫學大學,職業安全衛生學系,60,1,19,11,29,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0
中山醫學大學,醫學應用化學系,50,1,14,12,24,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
中山醫學大學,健康餐飲暨產業管理學系,50,1,20,5,24,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0
中山醫學大學,醫學資訊學系,50,1,15,15,20,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
中山醫學大學,應用外國語言學系,55,1,11,10,33,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
長榮大學,資訊暨設計學院學士班,0,5,34,24,120,0,14,0,0,0,0,6,0,0,2,0,4,16,0,1
長榮大學,綠能與環境資源學系,0,1,8,5,17,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
長榮大學,職業安全與衛生學系,95,2,15,13,50,1,5,0,0,1,0,2,0,0,3,0,1,8,0,1
長榮大學,消防安全學士學位學程,95,1,9,7,28,0,3,0,0,0,0,3,0,0,0,0,1,4,0,0
長榮大學,環境與食品安全檢驗學士學位學程,50,1,11,8,28,0,1,0,0,0,0,2,0,0,0,0,1,4,0,0
長榮大學,永續發展國際學士學位學程,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長榮大學,創新應用管理學系,35,1,7,4,17,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0
長榮大學,企業管理學系,91,1,7,9,33,0,4,0,0,0,0,7,0,0,0,0,1,5,0,1
長榮大學,國際企業學系,91,1,12,8,33,0,5,0,0,0,0,2,0,0,0,0,1,5,0,0
長榮大學,會計資訊學系,60,1,12,8,28,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0
長榮大學,航運管理學系,120,2,20,18,62,1,4,0,0,0,0,5,0,0,0,0,2,9,0,0
長榮大學,土地管理與開發學系,50,1,12,5,22,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0
長榮大學,財務金融學系,91,1,14,8,34,0,2,0,0,0,0,2,0,0,0,0,1,5,0,0
長榮大學,觀光與餐飲管理學系,89,2,22,12,49,0,2,0,0,0,0,3,0,0,1,0,1,8,0,0
長榮大學,國際會展管理學士學位學程,35,1,6,3,14,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0
長榮大學,國際財務與商務管理學士學位學程,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
長榮大學,不動產財務金融學士學位學程,35,1,5,2,11,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
長榮大學,蘭花產業應用學士學位學程,25,1,6,3,14,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0
長榮大學,醫藥科學產業學系,50,1,12,7,25,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0
長榮大學,醫學社會暨健康照護學士學位學程,50,1,11,7,25,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0
長榮大學,醫務管理學系,55,1,12,8,28,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0
長榮大學,護理學系,90,2,29,16,55,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0
長榮大學,生物科技學系,50,1,13,7,25,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
長榮大學,健康心理學系,55,1,15,10,30,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
長榮大學,保健營養學系,55,1,12,7,25,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0
長榮大學,大眾傳播學系,95,2,21,14,51,0,0,0,0,0,0,4,0,0,0,0,1,8,0,1
長榮大學,東南亞文化與產業學士學位學程,35,1,8,4,22,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
長榮大學,翻譯學系,95,1,5,9,33,1,9,0,0,1,0,0,0,0,2,0,1,5,0,1
長榮大學,社會工作學系,60,1,15,11,34,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
長榮大學,媒體設計科技學系,50,1,6,3,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
長榮大學,應用日語學系,100,2,2,13,48,0,32,0,0,0,0,5,0,0,0,0,1,9,0,2
長榮大學,美術學系,45,1,11,4,23,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0
長榮大學,應用哲學系,35,1,8,3,14,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
長榮大學,書畫藝術學系,30,1,7,5,18,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
長榮大學,台灣文化創意產業學士學位學程,35,1,7,4,18,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
長榮大學,運動競技學系,60,1,3,0,13,0,0,0,0,0,0,44,0,0,0,0,0,1,5,0
長榮大學,互動設計學系,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長榮大學,智慧生活應用學士學位學程,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長榮大學,無人機應用學士學位學程,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長榮大學,資訊管理學系,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長榮大學,科技工程與管理學系,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長榮大學,資訊工程學系,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長榮大學,數位內容設計學系,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長榮大學,神學系,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
中國醫藥大學,牙醫學系,49,1,12,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中國醫藥大學,營養學系,80,2,5,22,52,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
中國醫藥大學,藥用化妝品學系,50,1,11,14,25,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
中國醫藥大學,生物科技學系,66,2,12,17,35,0,0,0,0,1,1,0,0,0,0,0,3,4,0,0
中國醫藥大學,醫學系,115,2,19,16,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中國醫藥大學,生物醫學影像暨放射科學學系,54,1,7,15,35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
中國醫藥大學,醫學檢驗生物技術學系,45,1,6,15,24,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
中國醫藥大學,中醫學系乙組,60,1,9,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中國醫藥大學,中醫學系甲組,60,1,9,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中國醫藥大學,學士後中醫學系,100,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
中國醫藥大學,中國藥學暨中藥資源學系,45,1,3,15,25,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0
中國醫藥大學,醫務管理學系,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中國醫藥大學,公共衛生學系,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中國醫藥大學,職業安全與衛生學系,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中國醫藥大學,公共衛生學院大一不分系,160,4,12,42,105,0,0,0,0,1,0,0,0,0,0,0,6,5,0,0
中國醫藥大學,物理治療學系,50,1,6,15,29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
中國醫藥大學,運動醫學系,45,1,2,14,20,0,0,0,0,1,8,0,0,0,0,0,1,3,0,0
中國醫藥大學,護理學系,80,2,16,21,42,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
中國醫藥大學,藥學系,239,4,41,48,150,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
玄奘大學,應用日語學系,0,1,1,2,17,0,5,0,0,0,0,15,0,0,0,0,1,1,0,0
玄奘大學,藝術設計學院學士班,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0
玄奘大學,大眾傳播學系,60,1,5,5,40,0,10,0,0,0,0,0,0,0,0,0,1,2,0,0
玄奘大學,影劇藝術學系,110,2,0,3,17,0,0,0,0,0,0,0,0,85,0,0,1,5,0,0
玄奘大學,廣播與電視新聞學系,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
玄奘大學,視覺傳達設計學系廣告設計組,45,1,2,2,10,0,16,0,0,0,0,0,0,0,5,0,1,1,0,1
玄奘大學,視覺傳達設計學系數位媒體組,60,1,2,2,14,0,12,0,0,0,0,0,0,0,5,0,1,1,0,2
玄奘大學,藝術與創意設計學系,110,2,0,2,13,0,0,0,0,0,0,0,0,76,0,0,1,1,0,0
玄奘大學,時尚設計學系,30,1,1,2,15,0,5,0,0,2,0,0,0,0,10,0,1,1,0,0
玄奘大學,宗教與文化學系,120,2,0,0,8,0,0,0,0,0,0,0,0,85,0,0,0,1,0,0
玄奘大學,社會工作學系,65,1,2,5,45,0,5,0,0,0,0,3,0,0,0,0,1,5,0,0
玄奘大學,應用心理學系,65,2,2,7,49,0,0,0,0,4,0,3,0,0,0,0,1,2,0,0
玄奘大學,法律學系,60,1,4,8,48,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
玄奘大學,企業管理學系,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
玄奘大學,餐旅管理學系,100,2,1,2,30,0,11,0,0,2,0,19,0,0,15,0,1,2,0,0
玄奘大學,資訊管理學系,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
玄奘大學,應用外語學系日語組,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
玄奘大學,應用外語學系英語組,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
開南大學,保健營養學系,50,1,0,2,22,0,3,0,0,0,0,2,11,0,0,0,1,3,0,0
開南大學,養生與健康行銷學系,35,1,0,1,13,0,0,0,0,0,0,2,19,0,0,0,1,3,0,0
開南大學,健康產業管理學系,35,1,0,1,11,0,0,0,0,0,0,2,21,0,0,0,1,3,0,0
開南大學,形象管理學士學位學程,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
開南大學,財務金融學系,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
開南大學,國際企業學系,55,1,0,1,25,0,3,0,0,1,0,0,10,0,0,0,1,3,0,0
開南大學,會計學系,35,1,0,1,10,0,0,0,0,0,0,0,22,0,0,0,1,3,0,0
開南大學,企業與創業管理學系,45,1,0,1,15,0,0,0,0,0,0,0,23,0,0,0,1,3,0,0
開南大學,行銷學系,35,1,0,1,14,0,1,0,0,1,0,0,15,0,0,0,1,3,0,0
開南大學,商學院國際榮譽學士學位學程,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
開南大學,電影與創意媒體學系,40,1,0,2,14,0,0,0,0,0,0,2,17,0,0,0,1,3,0,0
開南大學,資訊管理學系,0,1,0,1,18,0,0,0,0,0,0,0,30,0,0,0,1,4,0,0
開南大學,資訊管理學系資訊科技應用組,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
開南大學,資訊管理學系資訊管理組,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
開南大學,數位多媒體設計學系,35,1,0,1,8,0,0,0,0,0,0,0,22,0,0,0,1,3,0,0
開南大學,資訊傳播學系,45,1,0,1,18,0,0,0,0,0,0,2,14,0,0,0,1,3,0,0
開南大學,數位空間與商品設計學士學位學程,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
開南大學,物流與航運管理學系,50,1,0,2,20,0,4,0,0,1,0,2,11,0,0,0,1,3,0,0
開南大學,觀光與餐飲旅館學系,80,2,0,5,34,0,4,0,0,0,0,5,32,0,0,0,1,7,0,0
開南大學,空運管理學系,88,2,0,5,52,0,3,0,0,0,0,5,15,0,0,0,1,7,0,0
開南大學,休閒事業管理學系,42,1,0,3,14,0,2,0,0,1,0,5,17,0,0,0,1,4,0,0
開南大學,交通運輸學系,48,1,0,2,19,0,0,0,0,0,0,2,12,0,0,0,1,3,0,0
開南大學,法律學系,85,2,0,7,48,0,0,0,0,0,0,0,25,0,0,0,1,7,0,0
開南大學,公共事務管理學系,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
開南大學,應用英語學系,35,1,0,3,16,0,0,0,0,0,0,2,24,0,0,0,1,4,0,0
開南大學,應用日語學系,100,2,0,7,56,0,5,0,0,1,0,14,22,0,0,0,1,10,0,4
開南大學,應用華語學系,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
台灣首府大學,餐旅管理學系,87,2,0,5,20,0,3,0,0,0,0,0,59,0,0,0,1,8,0,1
台灣首府大學,烘焙管理學系,87,2,0,5,15,0,0,0,0,0,0,0,67,0,0,0,1,8,0,1
台灣首府大學,飯店管理學系,77,2,0,4,9,1,3,0,0,0,0,0,40,0,0,20,1,4,0,0
台灣首府大學,休閒資訊管理學系,57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
台灣首府大學,休閒管理學系,57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
台灣首府大學,企業管理學系,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
台灣首府大學,觀光事業管理學系,57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
台灣首府大學,觀光事業管理學系休閒旅遊組,0,1,0,2,6,0,3,0,0,0,0,0,29,0,0,0,1,3,0,0
台灣首府大學,觀光事業管理學系經營管理組,0,1,0,2,6,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0
台灣首府大學,幼兒教育學系,62,2,0,5,10,0,4,0,0,0,0,0,81,0,0,0,1,6,0,0
台灣首府大學,資訊與多媒體設計學系,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
康寧大學(臺北),長期照護學系,45,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
康寧大學(臺北),嬰幼兒保育學系,45,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
康寧大學(臺南),休閒管理學系,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
康寧大學(臺南),健康照護管理學系,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
康寧大學(臺南),健康數位科技學系,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
康寧大學(臺南),應用外語學系,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
佛光大學,文化資產與創意學系,47,1,4,5,29,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
佛光大學,傳播學系,80,3,7,10,62,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0
佛光大學,產品與媒體設計學系,80,2,0,8,59,1,3,0,0,0,0,0,0,9,0,0,0,8,0,1
佛光大學,資訊應用學系,0,2,6,8,53,0,3,0,0,0,0,0,0,0,0,0,0,7,0,1
佛光大學,資訊應用學系資訊系統與管理組,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
佛光大學,資訊應用學系網路與多媒體組,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
佛光大學,資訊應用學系學習與數位科技組,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
佛光大學,中國文學與應用學系,40,1,3,5,31,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
佛光大學,歷史學系,40,1,3,6,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
佛光大學,外國語文學系,51,1,3,7,40,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0
佛光大學,社會學暨社會工作學系,50,1,3,7,40,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
佛光大學,心理學系,45,1,3,5,37,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
佛光大學,公共事務學系,0,2,5,7,49,0,0,0,0,0,0,4,0,0,0,0,2,5,0,0
佛光大學,公共事務學系政策與行政管理組,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
佛光大學,公共事務學系國際與兩岸事務組,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
佛光大學,管理學系,70,2,5,8,49,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0
佛光大學,應用經濟學系,70,2,6,6,45,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0
佛光大學,未來與樂活產業學系,40,1,3,5,30,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
佛光大學,健康與創意蔬食產業學系,45,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,2
佛光大學,佛教學系,26,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
稻江科技暨管理學院,時尚美容藝術管理學系,86,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
稻江科技暨管理學院,行動科技學系,40,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
稻江科技暨管理學院,動畫遊戲設計學系,50,1,45,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
稻江科技暨管理學院,表演藝術學士學位學程,30,1,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
稻江科技暨管理學院,觀光規劃學士學位學程,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
稻江科技暨管理學院,經營管理學士學位學程,35,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
稻江科技暨管理學院,休閒遊憩管理學系,80,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
稻江科技暨管理學院,法律學士學位學程,35,1,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
稻江科技暨管理學院,餐飲管理學系,80,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
稻江科技暨管理學院,幼兒教育學系,35,1,34,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
稻江科技暨管理學院,社會工作學系,30,1,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
明道大學,中國文學學系,50,1,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
明道大學,應用日語學系,100,2,0,3,30,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
明道大學,應用英語學系,50,1,0,0,14,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
明道大學,時尚造形學系,80,1,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
明道大學,數位設計學系,60,1,0,5,25,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
明道大學,景觀與環境設計學系,60,1,0,5,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
明道大學,企業管理學系,60,1,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
明道大學,行銷與物流學系,55,1,0,3,17,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
明道大學,財務金融學系,65,1,0,0,30,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
明道大學,休閒保健學系,100,1,0,5,20,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0
明道大學,餐旅管理學系,150,2,0,0,20,0,25,0,0,0,0,0,45,0,0,0,0,0,0,0
明道大學,資訊傳播學系,50,1,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
明道大學,精緻農業學系,70,1,0,0,20,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0
明道大學,材料與能源工程學系,50,1,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
亞洲大學,物理治療學系,0,1,1,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
亞洲大學,國際財務金融管理學士學位學程,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
亞洲大學,學士後獸醫學系,45,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0
亞洲大學,職能治療學系,50,1,1,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
亞洲大學,聽力暨語言治療學系,50,1,1,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
亞洲大學,心理學系,110,2,3,20,85,0,4,0,0,0,0,0,0,0,0,0,2,9,0,2
亞洲大學,健康產業管理學系健康產業管理組,45,1,1,7,40,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0
亞洲大學,健康產業管理學系醫療機構管理組,50,1,1,8,38,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0
亞洲大學,食品營養與保健生技學系保健化妝品組,45,1,1,8,31,0,10,0,0,0,0,0,0,0,0,0,1,4,0,1
亞洲大學,食品營養與保健生技學系食品營養組,45,1,1,8,32,0,9,0,0,0,0,0,0,0,0,0,1,4,0,1
亞洲大學,生物科技學系,80,1,2,12,37,0,9,0,0,0,0,0,0,0,0,0,2,4,0,1
亞洲大學,護理學系,100,2,3,20,77,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0
亞洲大學,視光學系,90,2,1,9,80,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
亞洲大學,資訊工程學系,80,2,2,10,43,1,17,0,0,0,0,3,0,0,4,0,2,6,0,2
亞洲大學,行動商務與多媒體應用學系,90,2,2,7,70,1,10,0,0,0,0,0,0,0,0,0,2,7,0,1
亞洲大學,光電與通訊學系光電綠能組,24,1,1,5,7,0,11,0,0,0,0,0,0,0,0,0,0,2,0,1
亞洲大學,光電與通訊學系通訊網路組,24,1,1,5,7,0,11,0,0,0,0,0,0,0,0,0,0,2,0,1
亞洲大學,資訊傳播學系,100,2,1,12,50,2,30,0,0,0,0,0,0,0,5,0,2,8,0,1
亞洲大學,生物資訊與醫學工程學系,40,1,2,6,28,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
亞洲大學,經營管理學系企業創新管理組,45,1,1,8,25,0,5,0,0,0,0,5,0,0,1,0,1,4,0,1
亞洲大學,經營管理學系行銷管理組,45,1,1,11,26,0,6,0,0,0,0,0,0,0,1,0,1,4,0,1
亞洲大學,經營管理學系國際企業管理組,45,1,1,8,23,2,10,0,0,0,0,0,0,0,1,0,1,4,0,0
亞洲大學,休閒與遊憩管理學系旅遊事業管理組,55,1,1,10,21,1,11,0,0,0,0,6,0,0,0,0,1,4,0,0
亞洲大學,休閒與遊憩管理學系餐旅事業管理組,55,1,1,9,19,1,14,0,0,0,0,6,0,0,0,0,1,4,0,1
亞洲大學,會計與資訊學系,0,2,2,13,26,0,23,0,0,0,0,0,0,0,2,0,3,4,0,2
亞洲大學,會計與資訊學系財稅應用組,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
亞洲大學,會計與資訊學系管理應用組,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
亞洲大學,財務金融學系,90,2,2,13,73,2,0,0,0,0,0,0,0,0,0,0,2,7,0,0
亞洲大學,財經法律學系科技法律組,45,1,1,8,36,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
亞洲大學,財經法律學系財經法律組,45,1,1,8,35,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0
亞洲大學,幼兒教育學系,86,2,1,10,55,0,24,0,0,0,0,0,0,0,0,0,2,7,0,1
亞洲大學,社會工作學系,100,2,3,10,76,1,10,0,0,0,0,0,0,0,0,0,4,6,0,1
亞洲大學,外國語文學系,86,1,1,6,25,1,25,0,0,0,0,0,0,0,2,0,2,4,0,1
亞洲大學,數位媒體設計學系,100,2,1,17,56,2,20,0,0,0,0,0,0,0,4,0,2,8,0,2
亞洲大學,視覺傳達設計學系,100,2,1,20,62,0,13,0,0,0,0,0,0,0,4,0,2,8,0,4
亞洲大學,創意商品設計學系,100,2,2,15,71,0,12,0,0,0,0,0,0,0,0,0,2,8,0,5
亞洲大學,時尚設計學系,90,2,2,15,60,0,13,0,0,0,0,0,0,0,0,0,2,7,0,2
亞洲大學,室內設計學系,50,1,2,9,22,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0
亞洲大學,創意設計學院不分系國際設計學士班,15,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
法鼓文理學院,佛教學系,16,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0
馬偕醫學院,醫學系,40,1,8,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
馬偕醫學院,護理學系,80,2,20,11,48,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
馬偕醫學院,聽力暨語言治療學系語言組,25,1,6,2,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
