學校名稱,系所(組)名稱,107學年度核定招生名額,班數,大學多元入學-考試分發入學,大學多元入學-繁星推薦入學,大學多元入學-個人申請入學-一般,大學多元入學-個人申請入學-青年儲蓄帳戶組,四技二專-甄選入學,四技二專-登記分發入學,四技二專-技優入學,四技二專-青年儲蓄帳戶組,運動績優-甄試,運動績優-單獨招生,單獨招生-全校單招,單獨招生-學系單招,單獨招生-特殊選才,單獨招生-其他,外加名額-大學多元入學-繁星推薦入學,外加名額-大學多元入學-個人申請入學,外加名額-大學多元入學-單獨招生,外加名額-四技二專技優入學
國立政治大學,東南亞語言與文化學士學位學程,17,1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立政治大學,中國文學系,82,2,37,14,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立政治大學,哲學系,52,2,14,8,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立政治大學,歷史學系,44,1,16,8,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
國立政治大學,公共行政學系,45,1,17,9,18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立政治大學,民族學系,47,1,14,8,17,0,0,0,0,0,0,1,0,0,1,0,2,3,0,0
國立政治大學,地政學系土地測量與資訊組,40,1,21,6,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立政治大學,地政學系土地資源規劃組,44,1,24,7,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立政治大學,地政學系土地管理組,44,1,24,7,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立政治大學,社會學系,45,1,20,7,18,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
國立政治大學,政治學系,45,1,21,7,17,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
國立政治大學,財政學系,87,2,38,14,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立政治大學,經濟學系,84,2,36,13,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立政治大學,企業管理學系,85,2,41,13,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立政治大學,金融學系,52,1,22,8,20,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
國立政治大學,風險管理與保險學系,47,1,25,8,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立政治大學,財務管理學系,44,1,19,7,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
國立政治大學,國際經營與貿易學系,75,2,29,12,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
國立政治大學,統計學系,48,1,20,8,19,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
國立政治大學,會計學系,90,2,34,15,38,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
國立政治大學,資訊管理學系,85,2,47,13,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立政治大學,傳播學院大一大二不分系,171,5,66,36,60,2,0,0,0,2,0,3,0,0,2,0,1,2,0,0
國立政治大學,土耳其語文學系,32,1,13,5,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
國立政治大學,日本語文學系,32,1,15,5,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立政治大學,阿拉伯語文學系,45,1,20,7,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立政治大學,英國語文學系,61,2,27,10,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立政治大學,斯拉夫語文學系,54,2,32,9,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立政治大學,歐洲語文學系,56,3,23,9,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立政治大學,韓國語文學系,28,1,12,5,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立政治大學,法律學系,157,4,48,24,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立政治大學,心理學系,42,1,19,8,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
國立政治大學,資訊科學系,46,1,17,8,18,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0
國立政治大學,應用數學系,44,1,16,8,19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
國立政治大學,外交學系,53,1,23,9,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
國立政治大學,教育學系,50,1,21,8,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立清華大學,數學系,0,2,12,12,36,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
國立清華大學,數學系數學組,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
國立清華大學,數學系應用數學組,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
國立清華大學,物理學系光電物理組,22,1,4,5,8,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0
國立清華大學,物理學系物理組,43,1,9,6,29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立清華大學,化學系,61,2,27,10,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
國立清華大學,理學院學士班,25,1,7,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立清華大學,化學工程學系,53,1,13,8,31,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
國立清華大學,動力機械工程學系,105,2,8,15,78,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0
國立清華大學,材料科學工程學系,98,2,10,20,66,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
國立清華大學,工業工程與工程管理學系,63,2,11,9,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立清華大學,工學院學士班,32,1,4,7,24,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
國立清華大學,工程與系統科學系,108,2,8,18,82,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
國立清華大學,生醫工程與環境科學系,47,1,10,7,30,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立清華大學,原子科學院學士班,20,1,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立清華大學,中國文學系,49,1,15,12,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立清華大學,外國語文學系,45,1,12,8,25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立清華大學,人文社會學院學士班,78,2,28,8,42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立清華大學,生命科學系,54,1,17,12,25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立清華大學,醫學科學系,30,1,6,10,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立清華大學,生命科學院學士班,30,1,6,6,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立清華大學,資訊工程學系,119,3,16,19,78,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
國立清華大學,電機工程學系,104,2,10,45,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立清華大學,電機資訊學院學士班,29,1,3,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立清華大學,計量財務金融學系,52,1,18,8,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
國立清華大學,經濟學系,98,2,44,15,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立清華大學,科技管理學院學士班,38,1,8,9,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立清華大學,清華學院學士班,74,2,0,0,24,2,0,0,0,0,0,0,0,0,35,0,0,3,0,0
國立清華大學,環境與文化資源學系,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
國立清華大學,英語教學系,35,1,9,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立清華大學,音樂學系,40,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
國立清華大學,藝術與設計學系設計組,39,1,10,3,24,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
國立清華大學,藝術與設計學系創作組,39,1,10,3,24,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
國立清華大學,教育與學習科技學系,40,1,8,6,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
國立清華大學,幼兒教育學系,40,1,7,7,26,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
國立清華大學,竹師教育學院學士班,30,1,10,7,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立清華大學,特殊教育學系,40,1,12,6,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立清華大學,教育心理與諮商學系,40,1,14,10,12,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
國立清華大學,體育學系,35,1,4,0,11,0,0,0,0,0,0,25,0,0,0,0,0,3,0,0
國立清華大學,藝術學院學士班,20,1,5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立清華大學,清華學院國際學士班,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,牙醫學系,30,1,20,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,獸醫學系,58,1,22,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,藥學系,45,1,20,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,中國文學系,50,1,24,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,外國語文學系,108,2,51,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,歷史學系,51,1,22,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,哲學系,40,1,16,4,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立臺灣大學,人類學系,35,1,17,6,12,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
國立臺灣大學,圖書資訊學系,46,1,20,6,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
國立臺灣大學,日本語文學系,52,1,26,5,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
國立臺灣大學,戲劇學系,33,1,20,2,10,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
國立臺灣大學,數學系,45,1,10,5,22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
國立臺灣大學,物理學系,51,1,11,4,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
國立臺灣大學,化學系,55,1,18,5,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立臺灣大學,地質科學系,39,1,15,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,心理學系,64,2,44,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,地理環境資源學系,35,1,13,3,14,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
國立臺灣大學,大氣科學系,35,1,16,3,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立臺灣大學,政治學系公共行政組,50,1,30,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,政治學系政治理論組,50,1,30,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,政治學系國際關係組,50,1,30,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,經濟學系,116,2,55,11,48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
國立臺灣大學,社會學系,42,1,26,6,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立臺灣大學,社會工作學系,44,1,22,4,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
國立臺灣大學,學士後護理學系,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,醫學工程學系,21,1,6,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,醫學系,115,2,53,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,護理學系,46,1,23,4,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立臺灣大學,醫學檢驗暨生物技術學系,38,1,16,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,物理治療學系,38,1,16,5,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立臺灣大學,職能治療學系,38,1,16,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,土木工程學系,96,2,19,7,69,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
國立臺灣大學,機械工程學系,135,3,24,16,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,化學工程學系,105,2,20,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,工程科學及海洋工程學系,45,1,10,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,材料科學與工程學系,48,1,8,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,農藝學系,36,1,15,5,15,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
國立臺灣大學,生物環境系統工程學系,46,1,20,4,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立臺灣大學,農業化學系,44,1,25,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,植物病理與微生物學系,35,1,24,3,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立臺灣大學,森林環境暨資源學系,73,2,30,9,33,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0
國立臺灣大學,動物科學技術學系,37,1,18,6,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
國立臺灣大學,農業經濟學系,47,1,22,5,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立臺灣大學,園藝暨景觀學系,53,1,23,5,24,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
國立臺灣大學,生物產業傳播暨發展學系,47,1,26,5,15,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
國立臺灣大學,生物機電工程學系,41,1,22,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,昆蟲學系,35,1,22,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立臺灣大學,工商管理學系企業管理組,53,1,20,3,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
國立臺灣大學,工商管理學系科技管理組,43,1,13,3,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
國立臺灣大學,會計學系,106,2,53,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,財務金融學系,112,2,60,7,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立臺灣大學,國際企業學系,88,2,38,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,資訊管理學系,49,1,11,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,公共衛生學系,44,1,11,7,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
國立臺灣大學,電機工程學系,157,3,46,18,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,資訊工程學系,105,2,25,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,法律學系司法組,51,1,33,6,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立臺灣大學,法律學系法學組,51,1,33,6,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立臺灣大學,法律學系財經法學組,51,1,33,6,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立臺灣大學,生命科學系,59,1,25,8,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
國立臺灣大學,生化科技學系,47,1,10,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立成功大學,牙醫學系,0,1,12,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立成功大學,中國文學系,54,1,34,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立成功大學,外國語文學系,56,1,34,8,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
國立成功大學,歷史學系,56,1,27,8,19,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
國立成功大學,台灣文學系,56,1,21,8,23,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0
國立成功大學,數學系,56,1,17,8,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國立成功大學,物理學系,46,1,21,6,16,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
國立成功大學,光電科學與工程學系,50,1,23,8,19,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
國立成功大學,化學系,56,1,18,8,27,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
國立成功大學,地球科學系,56,1,19,9,25,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0
國立成功大學,機械工程學系,159,3,63,24,72,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立成功大學,化學工程學系,138,3,54,20,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
國立成功大學,資源工程學系,56,1,23,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立成功大學,材料科學及工程學系,90,2,31,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立成功大學,土木工程學系,112,2,43,13,56,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立成功大學,水利及海洋工程學系,55,1,23,9,22,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0
國立成功大學,工程科學系,56,1,20,9,26,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
國立成功大學,系統及船舶機電工程學系,56,1,20,8,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
國立成功大學,航空太空工程學系,55,1,18,8,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
國立成功大學,環境工程學系,56,1,21,8,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
國立成功大學,測量及空間資訊學系,55,1,16,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立成功大學,生物醫學工程學系,35,1,14,4,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立成功大學,能源工程國際學士學位學程,20,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立成功大學,會計學系,56,1,24,8,20,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0
國立成功大學,統計學系,57,1,33,8,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
國立成功大學,工業與資訊管理學系,56,1,16,9,30,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
國立成功大學,企業管理學系,56,1,44,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
國立成功大學,交通管理科學系,57,1,22,8,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
國立成功大學,護理學系,40,1,17,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立成功大學,醫學檢驗生物技術學系,42,1,17,6,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
國立成功大學,物理治療學系,38,1,15,6,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
國立成功大學,職能治療學系,31,1,12,4,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
國立成功大學,醫學系,70,2,28,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立成功大學,藥學系,30,1,5,5,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
國立成功大學,法律學系,58,1,27,7,24,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
國立成功大學,經濟學系,59,1,25,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立成功大學,心理學系,58,1,28,8,19,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
國立成功大學,政治學系,58,1,26,9,22,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
國立成功大學,電機工程學系,145,3,12,20,110,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
國立成功大學,資訊工程學系,102,2,28,12,57,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
國立成功大學,建築學系,57,2,21,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立成功大學,都市計劃學系,53,1,15,10,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
國立成功大學,工業設計學系,47,1,22,7,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
國立成功大學,生命科學系,55,1,15,8,30,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
國立成功大學,生物科技與產業科學系,35,1,13,6,15,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
國立成功大學,全校不分系學士學位學程,20,1,2,0,12,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0
國立中興大學,資訊科學與工程學系,37,1,10,8,15,0,1,0,0,0,0,2,0,0,1,0,2,2,0,0
國立中興大學,電機工程學系,87,2,25,15,40,0,1,0,0,1,0,2,0,0,3,0,2,4,0,0
國立中興大學,土木工程學系,100,2,42,20,35,0,1,0,0,0,0,2,0,0,0,0,2,4,0,0
國立中興大學,化學工程學系,48,1,18,9,21,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
國立中興大學,材料科學與工程學系,46,1,6,12,25,0,1,0,0,0,0,1,0,0,1,0,2,2,0,0
國立中興大學,機械工程學系,92,2,23,15,52,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0
國立中興大學,環境工程學系,52,1,9,25,15,0,0,0,0,0,0,2,0,0,1,0,2,3,0,0
國立中興大學,中國文學系,57,1,19,4,31,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0
國立中興大學,歷史學系,55,1,16,11,28,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
國立中興大學,外國語文學系,60,1,26,12,20,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0
國立中興大學,化學系,50,1,16,8,24,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0
國立中興大學,應用數學系數據科學與計算組,40,1,15,4,20,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0
國立中興大學,應用數學系應用數學組,40,1,14,4,20,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0
國立中興大學,物理學系一般物理組,30,1,4,4,20,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0
國立中興大學,物理學系光電物理組,24,1,4,3,15,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
國立中興大學,生命科學系,94,2,17,20,54,0,0,0,0,0,0,1,0,0,2,0,2,4,0,0
國立中興大學,獸醫學系,80,2,28,10,37,0,0,0,2,0,0,1,0,0,2,0,0,2,0,0
國立中興大學,企業管理學系,53,1,11,16,23,0,2,0,0,0,0,1,0,0,0,0,2,3,0,0
國立中興大學,行銷學系,45,1,11,7,25,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0
國立中興大學,財務金融學系,54,1,14,10,30,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
國立中興大學,會計學系,40,1,6,10,24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
國立中興大學,資訊管理學系,32,1,15,3,14,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
國立中興大學,土壤環境科學系,52,1,16,7,26,0,0,0,0,0,0,1,0,0,2,0,2,3,0,0
國立中興大學,水土保持學系,60,1,18,9,30,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0
國立中興大學,生物科技學士學位學程,30,1,8,4,16,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0
國立中興大學,生物產業機電工程學系,58,1,21,9,23,0,0,0,2,0,0,2,0,0,1,0,2,3,0,0
國立中興大學,昆蟲學系,50,1,19,5,21,0,0,0,0,0,0,2,0,0,3,0,2,3,0,0
國立中興大學,食品暨應用生物科技學系,49,1,18,10,19,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0
國立中興大學,動物科學系,50,1,6,20,19,0,0,0,3,0,0,1,0,0,1,0,1,2,0,0
國立中興大學,園藝學系,43,1,20,8,12,0,2,0,0,0,0,0,0,0,1,0,2,2,0,0
國立中興大學,森林學系木材科學組,35,1,11,10,11,0,0,0,1,0,0,1,0,0,1,0,1,2,0,0
國立中興大學,森林學系林學組,37,1,12,10,11,0,1,0,1,0,0,1,0,0,1,0,1,2,0,0
國立中興大學,植物病理學系,50,1,17,8,20,0,2,0,0,0,0,0,0,0,3,0,2,3,0,0
國立中興大學,應用經濟學系,52,1,17,8,22,0,1,0,0,0,0,2,0,0,2,0,2,3,0,0
國立中興大學,農藝學系,50,1,18,8,20,0,1,0,1,0,0,1,0,0,1,0,2,3,0,0
國立中興大學,國際農企業學士學位學程,15,1,2,1,10,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
國立中興大學,景觀與遊憩學士學位學程,20,1,4,3,11,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
國立中興大學,法律學系,36,1,11,6,15,0,0,0,0,0,0,2,0,0,2,0,1,2,0,0
國立交通大學,百川學士學位學程,20,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
國立交通大學,管理科學系,49,1,19,6,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
國立交通大學,工業工程與管理學系,55,1,17,8,29,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
國立交通大學,運輸與物流管理學系,49,1,13,7,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
國立交通大學,資訊管理與財務金融學系財務金融組,20,1,2,3,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
國立交通大學,資訊管理與財務金融學系資訊管理組,20,1,2,3,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
國立交通大學,外國語文學系,48,1,10,7,29,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
國立交通大學,電子物理學系光電與奈米科學組,23,1,3,3,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
國立交通大學,電子物理學系電子物理組,24,1,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立交通大學,應用數學系,49,1,12,7,29,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
國立交通大學,應用化學系,49,1,16,8,24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
國立交通大學,理學院科學學士學位學程,15,1,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立交通大學,電子工程學系,79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
國立交通大學,光電工程學系,36,1,7,9,19,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
國立交通大學,電機工程學系,150,5,10,52,173,0,3,0,0,0,0,3,0,0,0,0,2,1,0,0
國立交通大學,電機資訊學士班,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
國立交通大學,機械工程學系,102,2,30,10,59,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
國立交通大學,土木工程學系,86,2,29,12,42,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0
國立交通大學,材料科學與工程學系,51,1,13,9,26,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
國立交通大學,奈米科學及工程學士學位學程,25,1,3,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立交通大學,生物科技學系,79,2,16,11,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
國立交通大學,人文社會學系,49,1,19,7,21,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
國立交通大學,傳播與科技學系,36,1,10,5,20,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
國立交通大學,資訊工程學系,0,4,18,22,125,0,1,0,0,0,0,2,0,0,7,0,0,0,0,0
國立交通大學,資訊工程學系資訊工程組,92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
